names,year,Certificate,Runtime,Genre,Rating,Overview,Director,Budget,Revenue
The Boondock Saints,1999,R,108,"Action, Crime, Thriller",7.8,Two Irish Catholic brothers become vigilantes and wipe out Boston's crial underworld in the name of God.,Troy Duffy,98188985,11206764
The Insider,1999,UA,157,"Biography, Drama, Thriller",7.8,A research chemist comes under personal and professional attack when he decides to appear in a 60 utes exposé on Big Tobacco.,Michael Mann,18717976,14377882
October Sky,1999,PG,108,"Biography, Drama, Family",7.8,"The true story of Homer Hickam, a coal er's son who was inspired by the first Sputnik launch to take up rocketry against his father's wishes.",Joe Johnston,10394174,88512591
Shrek,2001,U,90,"Animation, Adventure, Comedy",7.8,"A mean lord exiles fairytale creatures to the swamp of a grumpy ogre, who must go on a quest and rescue a princess for the lord in order to get his land back.",Andrew Adamson,60512823,85670578
Titanic,1997,UA,194,"Drama, Romance",7.8,"A seventeen-year-old aristocrat falls in love with a kind but poor artist aboard the luxurious, ill-fated R.M.S. Titanic.",James Cameron,23992182,82862009
Hana-bi,1997,,103,"Crime, Drama, Romance",7.8,"Nishi leaves the police in the face of harrowing personal and professional difficulties. Spiraling into depression, he makes questionable decisions.",Takeshi Kitano,38302240,49247083
Gattaca,1997,UA,106,"Drama, Sci-Fi, Thriller",7.8,A genetically inferior man assumes the identity of a superior one in order to pursue his lifelong dream of space travel.,Andrew Niccol,93009120,57319882
The Game,1997,UA,129,"Action, Drama, Mystery",7.8,"After a wealthy banker is given an opportunity to participate in a mysterious game, his life is turned upside down when he becomes unable to distinguish between the game and reality.",David Fincher,15172793,81303014
Breaking the Waves,1996,R,159,Drama,7.8,"Oilman Jan is paralyzed in an accident. His wife, who prayed for his return, feels guilty; even more, when Jan urges her to have sex with another.",Lars von Trier,55221788,48944160
Ed Wood,1994,U,127,"Biography, Comedy, Drama",7.8,"Ambitious but troubled movie director Edward D. Wood Jr. tries his best to fulfill his dreams, despite his lack of talent.",Tim Burton,24542277,66323938
What's Eating Gilbert Grape,1993,U,118,Drama,7.8,A young man in a small Midwestern town struggles to care for his mentally-disabled younger brother and morbidly obese mother while attempting to pursue his own happiness.,Lasse Hallström,79655201,26221370
Tombstone,1993,R,130,"Action, Biography, Drama",7.8,"A successful lawman's plans to retire anonymously in Tombstone, Arizona are disrupted by the kind of outlaws he was famous for eliating.",George P. Cosmatos,58471284,39545866
The Sandlot,1993,U,101,"Comedy, Drama, Family",7.8,"In the summer of 1962, a new kid in town is taken under the wing of a young baseball prodigy and his rowdy team, resulting in many adventures.",David Mickey Evans,74922995,80045026
The Remains of the Day,1993,U,134,"Drama, Romance",7.8,A butler who sacrificed body and soul to service in the years leading up to World War II realizes too late how misguided his loyalty was to his lordly employer.,James Ivory,69950241,22614240
Naked,1993,,132,"Comedy, Drama",7.8,"Parallel tales of two sexually obsessed men, one hurting and annoying women physically and mentally, one wandering around the city talking to strangers and experiencing dimensions of life.",Mike Leigh,47534623,38165318
The Fugitive,1993,U,130,"Action, Crime, Drama",7.8,"Dr. Richard Kimble, unjustly accused of murdering his wife, must find the real killer while being the target of a nationwide manhunt led by a seasoned U.S. Marshal.",Andrew Davis,21627774,24371209
A Bronx Tale,1993,R,121,"Crime, Drama, Romance",7.8,A father becomes worried when a local gangster befriends his son in the Bronx in the 1960s.,Robert De Niro,36688966,42191308
Batman: Mask of the Phantasm,1993,PG,76,"Animation, Action, Crime",7.8,Batman is wrongly implicated in a series of murders of mob bosses actually done by a new vigilante assassin.,Kevin Altieri,88625772,31786193
Lat sau san taam,1992,R,128,"Action, Crime, Thriller",7.8,A tough-as-nails cop teams up with an undercover agent to shut down a sinister mobster and his crew.,John Woo,78844656,67730309
Night on Earth,1991,R,129,"Comedy, Drama",7.8,An anthology of 5 different cab drivers in 5 American and European cities and their remarkable fares on the same eventful night.,Jim Jarmusch,97084898,19114248
La double vie de Véronique,1991,R,98,"Drama, Fantasy, Music",7.8,"Two parallel stories about two identical women; one living in Poland, the other in France. They don't know each other, but their lives are nevertheless profoundly connected.",Krzysztof Kieslowski,35114599,87660445
Boyz n the Hood,1991,A,112,"Crime, Drama",7.8,"Follows the lives of three young males living in the Crenshaw ghetto of Los Angeles, dissecting questions of race, relationships, violence, and future prospects.",John Singleton,92664934,29155118
Misery,1990,R,107,"Drama, Thriller",7.8,"After a famous author is rescued from a car crash by a fan of his novels, he comes to realize that the care he is receiving is only the beginning of a nightmare of captivity and abuse.",Rob Reiner,43969780,20156355
Awakenings,1990,U,121,"Biography, Drama",7.8,"The victims of an encephalitis epidemic many years ago have been catatonic ever since, but now a new drug offers the prospect of reviving them.",Penny Marshall,98890373,12231658
Majo no takkyûbin,1989,U,103,"Animation, Adventure, Drama",7.8,"A young witch, on her mandatory year of independent life, finds fitting into a new community difficult while she supports herself by running an air courier service.",Hayao Miyazaki,23487456,93507967
Glory,1989,R,122,"Biography, Drama, History",7.8,"Robert Gould Shaw leads the U.S. Civil War's first all-black volunteer company, fighting prejudices from both his own Union Army, and the Confederates.",Edward Zwick,98130938,14497903
Dip huet seung hung,1989,R,111,"Action, Crime, Drama",7.8,A disillusioned assassin accepts one last hit in hopes of using his earnings to restore vision to a singer he accidentally blinded.,John Woo,86855258,19205901
Back to the Future Part II,1989,U,108,"Adventure, Comedy, Sci-Fi",7.8,"After visiting 2015, Marty McFly must repeat his visit to 1955 to prevent disastrous changes to 1985...without interfering with his first trip.",Robert Zemeckis,71925237,80001777
Mississippi Burning,1988,A,128,"Crime, Drama, History",7.8,Two F.B.I. Agents with wildly different styles arrive in Mississippi to investigate the disappearance of some civil rights activists.,Alan Parker,51094173,26498945
Predator,1987,A,107,"Action, Adventure, Sci-Fi",7.8,A team of commandos on a mission in a Central American jungle find themselves hunted by an extraterrestrial warrior.,John McTiernan,39635312,28682817
Evil Dead II,1987,A,84,"Action, Comedy, Fantasy",7.8,The lone survivor of an onslaught of flesh-possessing spirits holes up in a cabin with a group of strangers while the demons continue their attack.,Sam Raimi,33453214,33812331
Ferris Bueller's Day Off,1986,U,103,Comedy,7.8,"A high school wise guy is detered to have a day off from school, despite what the Principal thinks of that.",John Hughes,39205058,75013722
Down by Law,1986,R,107,"Comedy, Crime, Drama",7.8,"Two men are framed and sent to jail, where they meet a murderer who helps them escape and leave the state.",Jim Jarmusch,94389056,53612407
The Goonies,1985,U,114,"Adventure, Comedy, Family",7.8,A group of young misfits called The Goonies discover an ancient map and set out on an adventure to find a legendary pirate's long-lost treasure.,Richard Donner,56536447,51774910
The Color Purple,1985,U,154,Drama,7.8,A black Southern woman struggles to find her identity after suffering abuse from her father and others over four decades.,Steven Spielberg,48944806,41204569
The Breakfast Club,1985,UA,97,"Comedy, Drama",7.8,Five high school students meet in Saturday detention and discover how they have a lot more in common than they thought.,John Hughes,37716361,28261456
The Killing Fields,1984,UA,141,"Biography, Drama, History",7.8,"A journalist is trapped in Cambodia during tyrant Pol Pot's bloody 'Year Zero' cleansing campaign, which claimed the lives of two million 'undesirable' civilians.",Roland Joffé,72405126,44938430
Ghostbusters,1984,UA,105,"Action, Comedy, Fantasy",7.8,Three former parapsychology professors set up shop as a unique ghost removal service.,Ivan Reitman,10752992,96443094
The Right Stuff,1983,PG,193,"Adventure, Biography, Drama",7.8,"The story of the original Mercury 7 astronauts and their macho, seat-of-the-pants approach to the space program.",Philip Kaufman,30852976,87050507
The King of Comedy,1982,U,109,"Comedy, Crime, Drama",7.8,"Rupert Pupkin is a passionate yet unsuccessful comic who craves nothing more than to be in the spotlight and to achieve this, he stalks and kidnaps his idol to take the spotlight for himself.",Martin Scorsese,75396449,91481616
E.T. the Extra-Terrestrial,1982,U,115,"Family, Sci-Fi",7.8,A troubled child summons the courage to help a friendly alien escape Earth and return to his home world.,Steven Spielberg,62965509,96833935
Kramer vs. Kramer,1979,A,105,Drama,7.8,"Ted Kramer's wife leaves him, allowing for a lost bond to be rediscovered between Ted and his son, Billy. But a heated custody battle ensues over the divorced couple's son, deepening the wounds left by the separation.",Robert Benton,84592362,30788579
Days of Heaven,1978,PG,94,"Drama, Romance",7.8,A hot-tempered farm laborer convinces the woman he loves to marry their rich but dying boss so that they can have a claim to his fortune.,Terrence Malick,29765244,53526813
The Outlaw Josey Wales,1976,A,135,Western,7.8,Missouri farmer Josey Wales joins a Confederate guerrilla unit and winds up on the run from the Union soldiers who murdered his family.,Clint Eastwood,34165838,65347826
The Man Who Would Be King,1975,PG,129,"Adventure, History, War",7.8,"Two British former soldiers decide to set themselves up as Kings in Kafiristan, a land where no white man has set foot since Alexander the Great.",John Huston,94798030,63823521
The Conversation,1974,U,113,"Drama, Mystery, Thriller",7.8,"A paranoid, secretive surveillance expert has a crisis of conscience when he suspects that the couple he is spying on will be murdered.",Francis Ford Coppola,13526667,82766702
La planète sauvage,1973,U,72,"Animation, Sci-Fi",7.8,"On a faraway planet where blue giants rule, oppressed humanoids rebel against their machine-like leaders.",René Laloux,33687266,98698046
The Day of the Jackal,1973,A,143,"Crime, Drama, Thriller",7.8,"A professional assassin codenamed ""Jackal"" plots to kill Charles de Gaulle, the President of France.",Fred Zinnemann,84739561,19566336
Badlands,1973,PG,94,"Action, Crime, Drama",7.8,An impressionable teenage girl from a dead-end town and her older greaser boyfriend embark on a killing spree in the South Dakota badlands.,Terrence Malick,46330996,28263278
Cabaret,1972,A,124,"Drama, Music, Musical",7.8,A female girlie club entertainer in Weimar Republic era Berlin romances two men while the Nazi Party rises to power around them.,Bob Fosse,36385340,45237743
Willy Wonka & the Chocolate Factory,1971,U,100,"Family, Fantasy, Musical",7.8,A poor but hopeful boy seeks one of the five coveted golden tickets that will send him on a tour of Willy Wonka's mysterious chocolate factory.,Mel Stuart,16921481,19050678
Midnight Cowboy,1969,A,113,Drama,7.8,"A naive hustler travels from Texas to New York City to seek personal fortune, finding a new friend in the process.",John Schlesinger,52479929,63707364
Wait Until Dark,1967,,108,Thriller,7.8,A recently blinded woman is terrorized by a trio of thugs while they search for a heroin-stuffed doll they believe is in her apartment.,Terence Young,93366685,56213171
